ID,Container_ID,Sex,Genetic_line,Treatment,Familiar_diet,Replicate,Date of Eclosion,Date of Death,Group
WT_FW2_41,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,11/9/2023,WT_FW
WT_FW2_42,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,16/9/2023,WT_FW
WT_FW2_43,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_44,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_45,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,21/9/2023,WT_FW
WT_FW2_46,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,20/9/2023,WT_FW
WT_FW2_47,WT_1_FW_2,F,WT_1,FW,FW,2,8/9/2023,17/9/2023,WT_FW
WT_FW2_48,WT_1_FW_2,F,WT_1,FW,FW,2,8/9/2023,13/9/2023,WT_FW
WT_FW2_49,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_50,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_51,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,16/9/2023,WT_FW
WT_FW2_52,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_53,WT_1_FW_2,F,WT_1,FW,FW,2,8/9/2023,16/9/2023,WT_FW
WT_FW2_54,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,22/9/2023,WT_FW
WT_FW2_55,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_56,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,22/9/2023,WT_FW
WT_FW2_57,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_58,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,16/9/2023,WT_FW
WT_FW2_59,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,13/9/2023,WT_FW
WT_FW2_60,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,16/9/2023,WT_FW
WT_FW2_61,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,16/9/2023,WT_FW
WT_FW2_62,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_63,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_64,WT_1_FW_2,F,WT_1,FW,FW,2,8/9/2023,17/9/2023,WT_FW
WT_FW2_65,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,18/9/2023,WT_FW
WT_FW2_66,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,16/9/2023,WT_FW
WT_FW2_67,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,23/9/2023,WT_FW
WT_FW2_68,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_69,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,17/9/2023,WT_FW
WT_FW2_70,WT_1_FW_2,M,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_71,WT_1_FW_2,F,WT_1,FW,FW,2,8/9/2023,17/9/2023,WT_FW
WT_FW2_72,WT_1_FW_2,F,WT_1,FW,FW,2,8/9/2023,22/9/2023,WT_FW
WT_FW2_73,WT_1_FW_2,M,WT_1,FW,FW,2,9/9/2023,22/9/2023,WT_FW
WT_FW2_74,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,18/9/2023,WT_FW
WT_FW2_75,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,17/9/2023,WT_FW
WT_FW2_76,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,21/9/2023,WT_FW
WT_FW2_77,WT_1_FW_2,F,WT_1,FW,FW,2,7/9/2023,,WT_FW
WT_FW2_78,WT_1_FW_2,F,WT_1,FW,FW,2,9/9/2023,19/9/2023,WT_FW
WT_FW2_79,WT_1_FW_2,M,WT_1,FW,FW,2,8/9/2023,28/9/2023,WT_FW
WT_FW2_80,WT_1_FW_2,M,WT_1,FW,FW,2,9/9/2023,29/9/2023,WT_FW
WT_FW2_81,WT_1_FW_2,M,WT_1,FW,FW,2,9/9/2023,16/9/2023,WT_FW
WT_FW2_82,WT_1_FW_2,M,WT_1,FW,FW,2,9/9/2023,24/9/2023,WT_FW
WT_FW2_83,WT_1_FW_2,M,WT_1,FW,FW,2,10/9/2023,,WT_FW
WT_FW2_84,WT_1_FW_2,M,WT_1,FW,FW,2,14/9/2023,19/9/2023,WT_FW
WT_FW2_85,WT_1_FW_2,M,WT_1,FW,FW,2,13/9/2023,29/9/2023,WT_FW
WT_FW2_86,WT_1_FW_2,M,WT_1,FW,FW,2,15/9/2023,28/9/2023,WT_FW
WT_FW2_87,WT_1_FW_2,M,WT_1,FW,FW,2,14/9/2023,29/9/2023,WT_FW
WT_FW2_88,WT_1_FW_2,F,WT_1,FW,FW,2,17/9/2023,28/9/2023,WT_FW
WT_FW2_89,WT_1_FW_2,F,WT_1,FW,FW,2,24/9/2023,29/9/2023,WT_FW
WT_FW2_90,WT_1_FW_2,F,WT_1,FW,FW,2,23/9/2023,28/9/2023,WT_FW
WT_FW2_91,WT_1_FW_2,M,WT_1,FW,FW,2,20/9/2023,30/9/2023,WT_FW
WT_FW3_01,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,13/9/2023,WT_FW
WT_FW3_02,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_03,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,16/9/2023,WT_FW
WT_FW3_04,WT_1_FW_3,M,WT_1,FW,FW,3,3/9/2023,,WT_FW
WT_FW3_05,WT_1_FW_3,M,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_06,WT_1_FW_3,M,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_07,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,21/9/2023,WT_FW
WT_FW3_08,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_09,WT_1_FW_3,F,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_10,WT_1_FW_3,M,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_11,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_12,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_13,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_14,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,14/9/2023,WT_FW
WT_FW3_15,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,18/9/2023,WT_FW
WT_FW3_16,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,17/9/2023,WT_FW
WT_FW3_17,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_18,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,16/9/2023,WT_FW
WT_FW3_19,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_20,WT_1_FW_3,F,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_21,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_22,WT_1_FW_3,M,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_23,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,18/9/2023,WT_FW
WT_FW3_24,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,13/9/2023,WT_FW
WT_FW3_25,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_26,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_27,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_28,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_29,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_30,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,16/9/2023,WT_FW
WT_FW3_31,WT_1_FW_3,F,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_32,WT_1_FW_3,M,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_33,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,14/9/2023,WT_FW
WT_FW3_34,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,14/9/2023,WT_FW
WT_FW3_35,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_36,WT_1_FW_3,F,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_37,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,18/9/2023,WT_FW
WT_FW3_38,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,16/9/2023,WT_FW
WT_FW3_39,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,17/9/2023,WT_FW
WT_FW3_40,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,13/9/2023,WT_FW
WT_FW3_41,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,17/9/2023,WT_FW
WT_FW3_42,WT_1_FW_3,M,WT_1,FW,FW,3,3/9/2023,,WT_FW
WT_FW3_43,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,18/9/2023,WT_FW
WT_FW3_44,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,21/9/2023,WT_FW
WT_FW3_45,WT_1_FW_3,M,WT_1,FW,FW,3,6/9/2023,17/9/2023,WT_FW
WT_FW3_46,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_47,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_48,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_49,WT_1_FW_3,M,WT_1,FW,FW,3,3/9/2023,,WT_FW
WT_FW3_50,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,18/9/2023,WT_FW
WT_FW3_51,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_52,WT_1_FW_3,M,WT_1,FW,FW,3,3/9/2023,,WT_FW
WT_FW3_53,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,13/9/2023,WT_FW
WT_FW3_54,WT_1_FW_3,F,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_55,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,16/9/2023,WT_FW
WT_FW3_56,WT_1_FW_3,M,WT_1,FW,FW,3,5/9/2023,,WT_FW
WT_FW3_57,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,17/9/2023,WT_FW
WT_FW3_58,WT_1_FW_3,M,WT_1,FW,FW,3,3/9/2023,,WT_FW
WT_FW3_59,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_60,WT_1_FW_3,F,WT_1,FW,FW,3,6/9/2023,14/9/2023,WT_FW
WT_FW3_61,WT_1_FW_3,F,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_62,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_63,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,18/9/2023,WT_FW
WT_FW3_64,WT_1_FW_3,M,WT_1,FW,FW,3,7/9/2023,,WT_FW
WT_FW3_65,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,16/9/2023,WT_FW
WT_FW3_66,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,17/9/2023,WT_FW
WT_FW3_67,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,17/9/2023,WT_FW
WT_FW3_68,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,18/9/2023,WT_FW
WT_FW3_69,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,17/9/2023,WT_FW
WT_FW3_70,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,17/9/2023,WT_FW
WT_FW3_71,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,21/9/2023,WT_FW
WT_FW3_72,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,16/9/2023,WT_FW
WT_FW3_73,WT_1_FW_3,F,WT_1,FW,FW,3,8/9/2023,17/9/2023,WT_FW
WT_FW3_74,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,20/9/2023,WT_FW
WT_FW3_75,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,18/9/2023,WT_FW
WT_FW3_76,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,18/9/2023,WT_FW
WT_FW3_77,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,16/9/2023,WT_FW
WT_FW3_78,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,20/9/2023,WT_FW
WT_FW3_79,WT_1_FW_3,F,WT_1,FW,FW,3,10/9/2023,,WT_FW
WT_FW3_80,WT_1_FW_3,F,WT_1,FW,FW,3,9/9/2023,16/9/2023,WT_FW
WT_FW3_81,WT_1_FW_3,F,WT_1,FW,FW,3,9/9/2023,17/9/2023,WT_FW
WT_FW3_82,WT_1_FW_3,M,WT_1,FW,FW,3,8/9/2023,20/9/2023,WT_FW
WT_FW3_83,WT_1_FW_3,F,WT_1,FW,FW,3,9/9/2023,18/9/2023,WT_FW
WT_FW3_85,WT_1_FW_3,M,WT_1,FW,FW,3,9/9/2023,23/9/2023,WT_FW
WT_FW3_86,WT_1_FW_3,M,WT_1,FW,FW,3,9/9/2023,9/9/2023,WT_FW
WT_FW3_88,WT_1_FW_3,M,WT_1,FW,FW,3,12/9/2023,28/9/2023,WT_FW
WT_FW3_89,WT_1_FW_3,F,WT_1,FW,FW,3,12/9/2023,22/9/2023,WT_FW
WT_FW3_90,WT_1_FW_3,F,WT_1,FW,FW,3,14/9/2023,28/9/2023,WT_FW
SWT_FW1_01,WT_2_FW_1,M,WT_2,FW,CF,1,13/8/2023,,SWT_FW
SWT_FW1_02,WT_2_FW_1,F,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_03,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_04,WT_2_FW_1,M,WT_2,FW,CF,1,13/8/2023,,SWT_FW
SWT_FW1_05,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_06,WT_2_FW_1,F,WT_2,FW,CF,1,14/8/2023,,SWT_FW
SWT_FW1_07,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_08,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_09,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_10,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_11,WT_2_FW_1,M,WT_2,FW,CF,1,13/8/2023,,SWT_FW
SWT_FW1_12,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_13,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_14,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_15,WT_2_FW_1,F,WT_2,FW,CF,1,13/8/2023,,SWT_FW
SWT_FW1_16,WT_2_FW_1,F,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_17,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_18,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_19,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_20,WT_2_FW_1,M,WT_2,FW,CF,1,15/8/2023,,SWT_FW
SWT_FW1_21,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_22,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_23,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_24,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,27/8/2023,SWT_FW
SWT_FW1_25,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_26,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,25/8/2023,SWT_FW
SWT_FW1_27,WT_2_FW_1,F,WT_2,FW,CF,1,18/8/2023,,SWT_FW
SWT_FW1_28,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,27/8/2023,SWT_FW
SWT_FW1_29,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,,SWT_FW
SWT_FW1_30,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,29/8/2023,SWT_FW
SWT_FW1_31,WT_2_FW_1,F,WT_2,FW,CF,1,17/8/2023,27/8/2023,SWT_FW
SWT_FW1_32,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,26/8/2023,SWT_FW
SWT_FW1_33,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,27/8/2023,SWT_FW
SWT_FW1_34,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,24/8/2023,SWT_FW
SWT_FW1_35,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,25/8/2023,SWT_FW
SWT_FW1_36,WT_2_FW_1,F,WT_2,FW,CF,1,16/8/2023,26/8/2023,SWT_FW
SWT_FW1_37,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,24/8/2023,SWT_FW
SWT_FW1_38,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,1/9/2023,SWT_FW
SWT_FW1_39,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,29/8/2023,SWT_FW
SWT_FW1_40,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,30/8/2023,SWT_FW
SWT_FW1_41,WT_2_FW_1,M,WT_2,FW,CF,1,16/8/2023,29/8/2023,SWT_FW
SWT_FW1_42,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,27/8/2023,SWT_FW
SWT_FW1_43,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,29/8/2023,SWT_FW
SWT_FW1_44,WT_2_FW_1,M,WT_2,FW,CF,1,18/8/2023,2/9/2023,SWT_FW
SWT_FW1_45,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,27/8/2023,SWT_FW
SWT_FW1_46,WT_2_FW_1,F,WT_2,FW,CF,1,17/8/2023,24/8/2023,SWT_FW
SWT_FW1_47,WT_2_FW_1,F,WT_2,FW,CF,1,18/8/2023,9/9/2023,SWT_FW
SWT_FW1_48,WT_2_FW_1,M,WT_2,FW,CF,1,18/8/2023,27/8/2023,SWT_FW
SWT_FW1_49,WT_2_FW_1,M,WT_2,FW,CF,1,18/8/2023,8/9/2023,SWT_FW
SWT_FW1_50,WT_2_FW_1,M,WT_2,FW,CF,1,18/8/2023,2/9/2023,SWT_FW
SWT_FW1_51,WT_2_FW_1,M,WT_2,FW,CF,1,19/8/2023,1/9/2023,SWT_FW
SWT_FW1_52,WT_2_FW_1,F,WT_2,FW,CF,1,18/8/2023,1/9/2023,SWT_FW
SWT_FW1_53,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,31/8/2023,SWT_FW
SWT_FW1_55,WT_2_FW_1,M,WT_2,FW,CF,1,17/8/2023,8/9/2023,SWT_FW
SWT_FW1_56,WT_2_FW_1,M,WT_2,FW,CF,1,19/8/2023,4/9/2023,SWT_FW
SWT_FW1_57,WT_2_FW_1,M,WT_2,FW,CF,1,19/8/2023,30/8/2023,SWT_FW
SWT_FW1_58,WT_2_FW_1,M,WT_2,FW,CF,1,19/8/2023,2/9/2023,SWT_FW
SWT_FW1_59,WT_2_FW_1,F,WT_2,FW,CF,1,19/8/2023,28/8/2023,SWT_FW
SWT_FW1_60,WT_2_FW_1,F,WT_2,FW,CF,1,19/8/2023,31/8/2023,SWT_FW
SWT_FW1_61,WT_2_FW_1,F,WT_2,FW,CF,1,19/8/2023,29/8/2023,SWT_FW
SWT_FW1_62,WT_2_FW_1,F,WT_2,FW,CF,1,21/8/2023,1/9/2023,SWT_FW
SWT_FW1_63,WT_2_FW_1,M,WT_2,FW,CF,1,21/8/2023,7/9/2023,SWT_FW
SWT_FW1_64,WT_2_FW_1,M,WT_2,FW,CF,1,21/8/2023,3/9/2023,SWT_FW
SWT_FW1_65,WT_2_FW_1,F,WT_2,FW,CF,1,19/8/2023,27/8/2023,SWT_FW
SWT_FW1_66,WT_2_FW_1,F,WT_2,FW,CF,1,23/8/2023,9/9/2023,SWT_FW
SWT_FW1_67,WT_2_FW_1,F,WT_2,FW,CF,1,19/8/2023,1/9/2023,SWT_FW
SWT_FW1_68,WT_2_FW_1,M,WT_2,FW,CF,1,22/8/2023,13/9/2023,SWT_FW
SWT_FW1_69,WT_2_FW_1,F,WT_2,FW,CF,1,24/8/2023,3/9/2023,SWT_FW
SWT_FW1_70,WT_2_FW_1,F,WT_2,FW,CF,1,23/8/2023,4/9/2023,SWT_FW
SWT_FW1_71,WT_2_FW_1,F,WT_2,FW,CF,1,24/8/2023,1/9/2023,SWT_FW
SWT_FW1_72,WT_2_FW_1,M,WT_2,FW,CF,1,24/8/2023,5/9/2023,SWT_FW
SWT_FW1_73,WT_2_FW_1,M,WT_2,FW,CF,1,24/8/2023,9/9/2023,SWT_FW
SWT_FW1_74,WT_2_FW_1,M,WT_2,FW,CF,1,24/8/2023,9/9/2023,SWT_FW
SWT_FW1_75,WT_2_FW_1,F,WT_2,FW,CF,1,25/8/2023,3/9/2023,SWT_FW
SWT_FW1_76,WT_2_FW_1,M,WT_2,FW,CF,1,24/8/2023,4/9/2023,SWT_FW
SWT_FW1_77,WT_2_FW_1,M,WT_2,FW,CF,1,24/8/2023,13/9/2023,SWT_FW
SWT_FW1_78,WT_2_FW_1,F,WT_2,FW,CF,1,29/8/2023,9/9/2023,SWT_FW
SWT_FW2_01,WT_2_FW_2,M,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_02,WT_2_FW_2,M,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_03,WT_2_FW_2,F,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_04,WT_2_FW_2,M,WT_2,FW,CF,2,14/8/2023,,SWT_FW
SWT_FW2_05,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_06,WT_2_FW_2,F,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_07,WT_2_FW_2,M,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_08,WT_2_FW_2,F,WT_2,FW,CF,2,14/8/2023,,SWT_FW
SWT_FW2_09,WT_2_FW_2,F,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_10,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,,SWT_FW
SWT_FW2_11,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,,SWT_FW
SWT_FW2_12,WT_2_FW_2,M,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_13,WT_2_FW_2,M,WT_2,FW,CF,2,13/8/2023,,SWT_FW
SWT_FW2_14,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_15,WT_2_FW_2,M,WT_2,FW,CF,2,14/8/2023,,SWT_FW
SWT_FW2_16,WT_2_FW_2,M,WT_2,FW,CF,2,14/8/2023,,SWT_FW
SWT_FW2_17,WT_2_FW_2,M,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_18,WT_2_FW_2,M,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_19,WT_2_FW_2,M,WT_2,FW,CF,2,14/8/2023,,SWT_FW
SWT_FW2_20,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,29/8/2023,SWT_FW
SWT_FW2_21,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_22,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,28/8/2023,SWT_FW
SWT_FW2_23,WT_2_FW_2,M,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_24,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,25/8/2023,SWT_FW
SWT_FW2_25,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,26/8/2023,SWT_FW
SWT_FW2_26,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_27,WT_2_FW_2,M,WT_2,FW,CF,2,14/8/2023,,SWT_FW
SWT_FW2_28,WT_2_FW_2,M,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_29,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_30,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,31/8/2023,SWT_FW
SWT_FW2_31,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_32,WT_2_FW_2,M,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_33,WT_2_FW_2,F,WT_2,FW,CF,2,15/8/2023,,SWT_FW
SWT_FW2_34,WT_2_FW_2,F,WT_2,FW,CF,2,17/8/2023,27/8/2023,SWT_FW
SWT_FW2_35,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,25/8/2023,SWT_FW
SWT_FW2_36,WT_2_FW_2,F,WT_2,FW,CF,2,18/8/2023,31/8/2023,SWT_FW
SWT_FW2_37,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,2/9/2023,SWT_FW
SWT_FW2_38,WT_2_FW_2,M,WT_2,FW,CF,2,17/8/2023,,SWT_FW
SWT_FW2_39,WT_2_FW_2,M,WT_2,FW,CF,2,17/8/2023,31/8/2023,SWT_FW
SWT_FW2_40,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,,SWT_FW
SWT_FW2_41,WT_2_FW_2,M,WT_2,FW,CF,2,17/8/2023,25/8/2023,SWT_FW
SWT_FW2_42,WT_2_FW_2,F,WT_2,FW,CF,2,17/8/2023,27/8/2023,SWT_FW
SWT_FW2_43,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,,SWT_FW
SWT_FW2_44,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,25/8/2023,SWT_FW
SWT_FW2_45,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,24/8/2023,SWT_FW
SWT_FW2_46,WT_2_FW_2,M,WT_2,FW,CF,2,17/8/2023,1/9/2023,SWT_FW
SWT_FW2_47,WT_2_FW_2,F,WT_2,FW,CF,2,17/8/2023,27/8/2023,SWT_FW
SWT_FW2_48,WT_2_FW_2,F,WT_2,FW,CF,2,16/8/2023,29/8/2023,SWT_FW
SWT_FW2_49,WT_2_FW_2,M,WT_2,FW,CF,2,16/8/2023,29/8/2023,SWT_FW
